Ticker,Corr_ticker,corr_valor,Sector
PFE,EBAY,0.5415910025907223,Farmaceutica
PFE,F,0.8596712310350793,Farmaceutica
PFE,GM,0.5195826217924225,Farmaceutica
PFE,GS,0.7503479462149566,Farmaceutica
PFE,JNJ,0.8103058600563919,Farmaceutica
PFE,JPM,0.6160038761033151,Farmaceutica
PFE,KR,0.8384285029313786,Farmaceutica
PFE,MRK,0.6361984706273074,Farmaceutica
PFE,MSFT,0.8127882585270535,Farmaceutica
PFE,T,-0.37792669761371156,Farmaceutica
PFE,TMUS,0.5052355902680014,Farmaceutica
PFE,VZ,-0.17544750269511192,Farmaceutica
PFE,WMT,0.5779568559236511,Farmaceutica
PFE,XOM,0.7069843489980935,Farmaceutica
PFE,ZM,-0.10965794537723757,Farmaceutica
T,AMZN,-0.5677944634048016,Telecomunicaciones
T,BABA,0.10787549761075058,Telecomunicaciones
T,BAC,-0.11794115284869558,Telecomunicaciones
T,BP,0.47354125048181356,Telecomunicaciones
T,CAT,-0.23008401799018663,Telecomunicaciones
T,COST,-0.4810975497912061,Telecomunicaciones
T,CSCO,-0.2343838804856535,Telecomunicaciones
T,CVX,0.0010342501319375338,Telecomunicaciones
T,EBAY,-0.4719780347226443,Telecomunicaciones
T,F,-0.2969853476181748,Telecomunicaciones
T,GM,-0.1294686976768821,Telecomunicaciones
T,GS,-0.241380803118196,Telecomunicaciones
T,JNJ,-0.3376193148368024,Telecomunicaciones
T,JPM,-0.017632813151866426,Telecomunicaciones
T,KR,-0.43326017285901913,Telecomunicaciones
T,MRK,0.07578834088569038,Telecomunicaciones
T,MSFT,-0.509395661043833,Telecomunicaciones
T,PFE,-0.37792669761371156,Telecomunicaciones
T,TMUS,-0.38082130188983593,Telecomunicaciones
T,VZ,0.2973113769922632,Telecomunicaciones
T,WMT,-0.4829195502078454,Telecomunicaciones
T,XOM,0.09654334977525693,Telecomunicaciones
T,ZM,-0.3772081026092443,Telecomunicaciones
TMUS,AMZN,0.8471031335533219,Telecomunicaciones
TMUS,BABA,0.013384252942284507,Telecomunicaciones
TMUS,BAC,0.5421498296984083,Telecomunicaciones
TMUS,BP,-0.39529467347409986,Telecomunicaciones
TMUS,CAT,0.8419655693869335,Telecomunicaciones
TMUS,COST,0.6638955525352441,Telecomunicaciones
TMUS,CSCO,0.3836885679823554,Telecomunicaciones
TMUS,CVX,0.21444249625459133,Telecomunicaciones
TMUS,EBAY,0.7892137453961335,Telecomunicaciones
TMUS,F,0.49332690301091064,Telecomunicaciones
TMUS,GM,0.6145959947107534,Telecomunicaciones
TMUS,GS,0.7301896524762094,Telecomunicaciones
TMUS,JNJ,0.8311316970239142,Telecomunicaciones
TMUS,JPM,0.5806568157216988,Telecomunicaciones
TMUS,KR,0.6988609193814553,Telecomunicaciones
TMUS,MRK,0.21265709758350687,Telecomunicaciones
TMUS,MSFT,0.7973745380009231,Telecomunicaciones
TMUS,PFE,0.5052355902680014,Telecomunicaciones
TMUS,T,-0.38082130188983593,Telecomunicaciones
TMUS,VZ,0.30198009546795374,Telecomunicaciones
TMUS,WMT,0.841666153320308,Telecomunicaciones
TMUS,XOM,0.1541581369143036,Telecomunicaciones
TMUS,ZM,0.6501115431556491,Telecomunicaciones
VZ,AMZN,0.3195187559513775,Telecomunicaciones
VZ,BABA,0.5473314417821046,Telecomunicaciones
VZ,BAC,0.05130715276531863,Telecomunicaciones
VZ,BP,-0.26173083507461603,Telecomunicaciones
VZ,CAT,0.20631682810311544,Telecomunicaciones
VZ,COST,-0.08046410153901318,Telecomunicaciones
VZ,CSCO,-0.1291330583073756,Telecomunicaciones
VZ,CVX,-0.27810754780439545,Telecomunicaciones
VZ,EBAY,0.1492964282521762,Telecomunicaciones
VZ,F,-0.0875630336392099,Telecomunicaciones
VZ,GM,0.20700226680082975,Telecomunicaciones
VZ,GS,0.05773099289440038,Telecomunicaciones
VZ,JNJ,0.05157308792214735,Telecomunicaciones
VZ,JPM,0.17572618030945414,Telecomunicaciones
VZ,KR,-0.10867335600752157,Telecomunicaciones
VZ,MRK,-0.08130365652743575,Telecomunicaciones
VZ,MSFT,0.011373557145892402,Telecomunicaciones
VZ,PFE,-0.17544750269511192,Telecomunicaciones
VZ,T,0.2973113769922632,Telecomunicaciones
VZ,TMUS,0.30198009546795374,Telecomunicaciones
VZ,WMT,0.3076272893425315,Telecomunicaciones
VZ,XOM,-0.29742918569079535,Telecomunicaciones
VZ,ZM,0.48594390271121995,Telecomunicaciones
WMT,AMZN,0.8555884398740302,Supermercados
WMT,BABA,-0.02867734405344821,Supermercados
WMT,BAC,0.5728870306310255,Supermercados
WMT,BP,-0.4094447509487529,Supermercados
WMT,CAT,0.7817237922528956,Supermercados
WMT,COST,0.7852769326478026,Supermercados
WMT,CSCO,0.41800863302038366,Supermercados
WMT,CVX,0.1954201490077739,Supermercados
WMT,EBAY,0.7918128036007064,Supermercados
WMT,F,0.5737895718889051,Supermercados
WMT,GM,0.5855160465949735,Supermercados
WMT,GS,0.699580450745732,Supermercados
WMT,JNJ,0.7848986109443736,Supermercados
WMT,JPM,0.5661155130269538,Supermercados
WMT,KR,0.7322582433207062,Supermercados
WMT,MRK,0.2644224403444867,Supermercados
WMT,MSFT,0.8365485516008923,Supermercados
WMT,PFE,0.5779568559236511,Supermercados
WMT,T,-0.4829195502078454,Supermercados
WMT,TMUS,0.841666153320308,Supermercados
WMT,VZ,0.3076272893425315,Supermercados
WMT,XOM,0.09419946598635145,Supermercados
WMT,ZM,0.5941233858116391,Supermercados
XOM,AMZN,-0.12802910446522583,Energia
XOM,BABA,-0.841026173478509,Energia
XOM,BAC,0.6150532880769588,Energia
XOM,BP,0.7556895103796711,Energia
XOM,CAT,0.48235169072132517,Energia
XOM,COST,0.5536727145346461,Energia
XOM,CSCO,0.5793289632939951,Energia
XOM,CVX,0.970139094541556,Energia
XOM,EBAY,0.10267401856927379,Energia
XOM,F,0.6409088206157452,Energia
XOM,GM,0.3240183677640248,Energia
XOM,GS,0.4922067363205816,Energia
XOM,JNJ,0.5215368490841891,Energia
XOM,JPM,0.45344396716790486,Energia
XOM,KR,0.564425848723499,Energia
XOM,MRK,0.7204696101977683,Energia
XOM,MSFT,0.3714355435884087,Energia
XOM,PFE,0.7069843489980935,Energia
XOM,T,0.09654334977525693,Energia
XOM,TMUS,0.1541581369143036,Energia
XOM,VZ,-0.29742918569079535,Energia
XOM,WMT,0.09419946598635145,Energia
XOM,ZM,-0.5356665918921467,Energia
ZM,AMZN,0.7659197569209731,Tecnologia de Comunicacion
ZM,BABA,0.6708966993269556,Tecnologia de Comunicacion
ZM,BAC,0.01980455230781085,Tecnologia de Comunicacion
ZM,BP,-0.7917453676864636,Tecnologia de Comunicacion
ZM,CAT,0.3730607184845243,Tecnologia de Comunicacion
ZM,COST,0.1042750324934637,Tecnologia de Comunicacion
ZM,CSCO,-0.09247779578727316,Tecnologia de Comunicacion
ZM,CVX,-0.4968992744993612,Tecnologia de Comunicacion
ZM,EBAY,0.582558181086398,Tecnologia de Comunicacion
ZM,F,-0.0020819511918502716,Tecnologia de Comunicacion
ZM,GM,0.35686891374440505,Tecnologia de Comunicacion
ZM,GS,0.24347346732502342,Tecnologia de Comunicacion
ZM,JNJ,0.2485476808626346,Tecnologia de Comunicacion
ZM,JPM,0.1756104776718592,Tecnologia de Comunicacion
ZM,KR,0.08056884830145744,Tecnologia de Comunicacion
ZM,MRK,-0.30497810755488663,Tecnologia de Comunicacion
ZM,MSFT,0.34731801798087114,Tecnologia de Comunicacion
ZM,PFE,-0.10965794537723757,Tecnologia de Comunicacion
ZM,T,-0.3772081026092443,Tecnologia de Comunicacion
ZM,TMUS,0.6501115431556491,Tecnologia de Comunicacion
ZM,VZ,0.48594390271121995,Tecnologia de Comunicacion
ZM,WMT,0.5941233858116391,Tecnologia de Comunicacion
ZM,XOM,-0.5356665918921467,Tecnologia de Comunicacion
