Ticker,Date,Observado,Tendencia,Estacionalidad,Residual,Sector,Period
AMZN,2019-06-03,84.6344985961914,,-3.3870951275460213,,E-commerce,Pre Pandemic
AMZN,2019-06-04,86.47799682617188,,1.5470991707670665,,E-commerce,Pre Pandemic
AMZN,2019-06-05,86.92500305175781,,-0.0006261200277917212,,E-commerce,Pre Pandemic
AMZN,2019-06-06,87.71800231933594,,0.7388380623686688,,E-commerce,Pre Pandemic
AMZN,2019-06-07,90.20149993896484,,0.6516587059635102,,E-commerce,Pre Pandemic
AMZN,2019-06-10,93.03150177001952,,0.6848299756285288,,E-commerce,Pre Pandemic
AMZN,2019-06-11,93.18499755859376,,-1.0084893711782312,,E-commerce,Pre Pandemic
AMZN,2019-06-12,92.76599884033205,,-0.621515214132276,,E-commerce,Pre Pandemic
AMZN,2019-06-13,93.51499938964844,,-1.6830790560696043,,E-commerce,Pre Pandemic
AMZN,2019-06-14,93.4834976196289,,-1.9219363149054827,,E-commerce,Pre Pandemic
AMZN,2019-06-17,94.30149841308594,,-1.122111916394405,,E-commerce,Pre Pandemic
AMZN,2019-06-18,95.06849670410156,,2.036518078455228,,E-commerce,Pre Pandemic
AMZN,2019-06-19,95.4394989013672,,2.37249746696659,,E-commerce,Pre Pandemic
AMZN,2019-06-20,95.90950012207033,,0.8185755401285038,,E-commerce,Pre Pandemic
AMZN,2019-06-21,95.56500244140624,,3.2028736818170644,,E-commerce,Pre Pandemic
AMZN,2019-06-24,95.69499969482422,,2.167048260758091,,E-commerce,Pre Pandemic
AMZN,2019-06-25,93.91349792480467,,1.106499859879162,,E-commerce,Pre Pandemic
AMZN,2019-06-26,94.8915023803711,,-0.3076016858989048,,E-commerce,Pre Pandemic
AMZN,2019-06-27,95.21399688720705,,-0.7447741026904025,,E-commerce,Pre Pandemic
AMZN,2019-06-28,94.68150329589844,,0.008687364059650982,,E-commerce,Pre Pandemic
AMZN,2019-07-01,96.1094970703125,,-3.8683695416084474,,E-commerce,Pre Pandemic
AMZN,2019-07-02,96.71549987792967,,-4.219796531020111,,E-commerce,Pre Pandemic
AMZN,2019-07-03,96.9499969482422,,-3.6819236940057207,,E-commerce,Pre Pandemic
AMZN,2019-07-05,97.14550018310548,,-1.872538305487697,,E-commerce,Pre Pandemic
AMZN,2019-07-08,97.61599731445312,,-1.677886385639371,,E-commerce,Pre Pandemic
AMZN,2019-07-09,99.41500091552734,,1.8914635356001641,,E-commerce,Pre Pandemic
AMZN,2019-07-10,100.87049865722656,,1.4392123207497294,,E-commerce,Pre Pandemic
AMZN,2019-07-11,100.05349731445312,,-0.4904253687101372,,E-commerce,Pre Pandemic
AMZN,2019-07-12,100.5500030517578,,-0.4761800767781237,,E-commerce,Pre Pandemic
AMZN,2019-07-15,101.04949951171876,,-0.6689311068508657,,E-commerce,Pre Pandemic
AMZN,2019-07-16,100.49500274658205,,-1.9463900293546343,,E-commerce,Pre Pandemic
AMZN,2019-07-17,99.60150146484376,,-2.779586465570392,,E-commerce,Pre Pandemic
AMZN,2019-07-18,98.8949966430664,,2.585149176954215,,E-commerce,Pre Pandemic
AMZN,2019-07-19,98.22599792480467,,4.307331213053598,,E-commerce,Pre Pandemic
AMZN,2019-07-22,99.28150177001952,,2.321619459521938,,E-commerce,Pre Pandemic
AMZN,2019-07-23,99.72450256347656,,0.7097052298023216,,E-commerce,Pre Pandemic
AMZN,2019-07-24,100.04049682617188,,-2.960455811039398,,E-commerce,Pre Pandemic
AMZN,2019-07-25,98.69100189208984,,-1.5195751740664916,,E-commerce,Pre Pandemic
AMZN,2019-07-26,97.15249633789062,,-5.662734303588112,,E-commerce,Pre Pandemic
AMZN,2019-07-29,95.62249755859376,,-4.60263758376789,,E-commerce,Pre Pandemic
AMZN,2019-07-30,94.92649841308594,,-3.6999612339712398,,E-commerce,Pre Pandemic
AMZN,2019-07-31,93.33899688720705,,-7.2555456790362625,,E-commerce,Pre Pandemic
AMZN,2019-08-01,92.76599884033205,,-7.050532644267977,,E-commerce,Pre Pandemic
AMZN,2019-08-02,91.16200256347656,,-4.905806290792472,,E-commerce,Pre Pandemic
AMZN,2019-08-05,88.25650024414062,,-6.937862038464803,,E-commerce,Pre Pandemic
AMZN,2019-08-06,89.3915023803711,,-8.220243989783828,,E-commerce,Pre Pandemic
AMZN,2019-08-07,89.66999816894531,,-7.53013392165852,,E-commerce,Pre Pandemic
AMZN,2019-08-08,91.64450073242188,,-0.5245890867377083,,E-commerce,Pre Pandemic
AMZN,2019-08-09,90.37899780273438,,1.5501125934848945,,E-commerce,Pre Pandemic
AMZN,2019-08-12,89.24600219726562,,0.6804224430541668,,E-commerce,Pre Pandemic
AMZN,2019-08-13,91.21700286865234,,0.6362809401512353,,E-commerce,Pre Pandemic
AMZN,2019-08-14,88.14800262451172,,2.108258529379609,,E-commerce,Pre Pandemic
AMZN,2019-08-15,88.80599975585938,,-2.7141455952591995,,E-commerce,Pre Pandemic
AMZN,2019-08-16,89.62850189208984,,-2.609972734499652,,E-commerce,Pre Pandemic
AMZN,2019-08-19,90.80599975585938,,-4.326799290979724,,E-commerce,Pre Pandemic
AMZN,2019-08-20,90.06900024414062,,2.3693838797046824,,E-commerce,Pre Pandemic
AMZN,2019-08-21,91.177001953125,,4.077707235601534,,E-commerce,Pre Pandemic
AMZN,2019-08-22,90.23300170898438,,0.5716505623687143,,E-commerce,Pre Pandemic
AMZN,2019-08-23,87.48100280761719,,1.367552783212287,,E-commerce,Pre Pandemic
AMZN,2019-08-26,88.44349670410156,,2.292679410259038,,E-commerce,Pre Pandemic
AMZN,2019-08-27,88.09149932861328,,0.6998241605667177,,E-commerce,Pre Pandemic
AMZN,2019-08-28,88.2125015258789,,-0.33378725200418824,,E-commerce,Pre Pandemic
AMZN,2019-08-29,89.31999969482422,,-1.3745856587357848,,E-commerce,Pre Pandemic
AMZN,2019-08-30,88.81449890136719,,-2.7164398273533292,,E-commerce,Pre Pandemic
AMZN,2019-09-03,89.49199676513672,,-2.0574303067050463,,E-commerce,Pre Pandemic
AMZN,2019-09-04,90.03099822998047,,-2.627233832028767,,E-commerce,Pre Pandemic
AMZN,2019-09-05,92.03600311279295,,-0.7888324765466193,,E-commerce,Pre Pandemic
AMZN,2019-09-06,91.67549896240234,,0.03752411341085082,,E-commerce,Pre Pandemic
AMZN,2019-09-09,91.56749725341795,,-4.022351040431206,,E-commerce,Pre Pandemic
AMZN,2019-09-10,91.02749633789062,,-7.631739459804609,,E-commerce,Pre Pandemic
AMZN,2019-09-11,91.14949798583984,,-7.082042754365292,,E-commerce,Pre Pandemic
AMZN,2019-09-12,92.17749786376952,,-8.966725480245518,,E-commerce,Pre Pandemic
AMZN,2019-09-13,91.96700286865234,,-14.231054026638933,,E-commerce,Pre Pandemic
AMZN,2019-09-16,90.39199829101562,,-12.588128691029201,,E-commerce,Pre Pandemic
AMZN,2019-09-17,91.12750244140624,,-10.06688724431206,,E-commerce,Pre Pandemic
AMZN,2019-09-18,90.8730010986328,,-12.777274800832291,,E-commerce,Pre Pandemic
AMZN,2019-09-19,91.0749969482422,,-17.397421460787886,,E-commerce,Pre Pandemic
AMZN,2019-09-20,89.70800018310547,,-18.922161455202772,,E-commerce,Pre Pandemic
AMZN,2019-09-23,89.26499938964844,,-17.918420982539832,,E-commerce,Pre Pandemic
AMZN,2019-09-24,87.08049774169922,,-20.48190682572798,,E-commerce,Pre Pandemic
AMZN,2019-09-25,88.41649627685547,,-15.069119584249481,,E-commerce,Pre Pandemic
AMZN,2019-09-26,86.99199676513672,,-15.44791626360254,,E-commerce,Pre Pandemic
AMZN,2019-09-27,86.27249908447266,,-12.774743054190086,,E-commerce,Pre Pandemic
AMZN,2019-09-30,86.79550170898438,,-14.093725698467185,,E-commerce,Pre Pandemic
AMZN,2019-10-01,86.78250122070312,,-14.584214957951875,,E-commerce,Pre Pandemic
AMZN,2019-10-02,85.6614990234375,,-14.167397180501101,,E-commerce,Pre Pandemic
AMZN,2019-10-03,86.22100067138672,,-12.063679930460953,,E-commerce,Pre Pandemic
AMZN,2019-10-04,86.98249816894531,,-17.542836340991787,,E-commerce,Pre Pandemic
AMZN,2019-10-07,86.63300323486328,,-15.308097053079738,,E-commerce,Pre Pandemic
AMZN,2019-10-08,85.27549743652344,,-13.628044679899066,,E-commerce,Pre Pandemic
AMZN,2019-10-09,86.09950256347656,,-12.3958077915884,,E-commerce,Pre Pandemic
AMZN,2019-10-10,86.01300048828125,,-14.994778680327162,,E-commerce,Pre Pandemic
AMZN,2019-10-11,86.59600067138672,,-17.103912507850143,,E-commerce,Pre Pandemic
